Unnamed: 0,CustomerID,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
285,200285,37,1,1,6,2,0,2,3,0,3,2,2,0,2,1,1,1,17115
1918,201918,40,1,1,12,2,0,3,3,4,3,3,1,0,5,1,0,0,28237
1322,201322,46,1,1,8,2,1,2,3,3,3,1,4,0,1,1,1,3,23578
3480,203480,32,0,1,9,2,1,4,4,0,3,0,8,1,3,1,2,1,22400
2884,202884,35,0,2,30,2,0,3,4,3,5,1,2,1,3,1,1,3,28628
2912,202912,53,1,1,13,1,1,4,4,1,5,1,5,1,4,1,3,2,24255
4222,204222,59,0,1,7,2,1,3,6,1,3,1,4,1,1,1,2,2,24338
3067,203067,31,0,1,12,2,1,4,5,0,3,1,2,0,5,0,1,1,22439
2224,202224,33,0,3,14,2,0,2,4,0,3,2,1,0,1,0,1,1,17342
4703,204703,45,1,2,7,3,1,4,5,3,5,1,2,0,4,1,1,3,29160
1462,201462,39,1,3,30,3,0,2,4,4,3,1,1,0,1,1,1,0,27031
4409,204409,28,1,3,9,3,1,3,4,0,5,1,2,0,5,1,2,1,21719
235,200235,43,1,3,22,3,0,3,3,4,3,0,6,1,3,0,1,0,31064
128,200128,22,1,1,8,1,1,3,3,0,3,0,1,0,5,1,2,1,17523
4129,204129,42,1,3,13,2,0,4,4,3,3,2,5,1,1,0,1,3,32269
3502,203502,35,1,3,31,3,0,3,5,1,4,3,2,1,5,1,1,2,23277
2211,202211,42,1,3,11,3,1,2,3,2,3,1,7,0,4,0,1,4,33303
3024,203024,36,1,3,15,2,0,4,4,0,3,0,3,0,3,0,1,1,21250
2240,202240,46,1,1,6,3,1,2,3,2,3,1,1,0,5,1,0,4,34627
4229,204229,44,0,1,17,2,0,3,4,0,3,2,2,0,5,0,1,1,21133
4687,204687,37,1,1,19,3,0,3,5,3,3,3,2,0,1,1,1,3,27536
4152,204152,33,1,3,11,2,0,3,4,0,4,1,4,0,3,1,2,1,22609
2233,202233,34,1,3,16,2,0,2,3,0,3,1,2,1,1,0,1,1,17220
3543,203543,46,1,1,7,1,1,4,4,3,4,1,3,0,3,1,2,3,26119
3825,203825,29,0,1,23,3,1,3,4,0,3,2,3,0,3,0,1,1,20822
3092,203092,38,0,3,28,3,0,3,4,0,3,0,7,0,2,1,2,1,21651
3174,203174,31,1,1,15,2,0,4,2,3,5,0,2,1,2,0,3,3,30094
3326,203326,37,1,1,7,1,0,4,6,3,5,1,4,1,2,1,3,3,28930
3104,203104,59,0,1,9,2,1,3,5,0,3,1,2,1,2,0,1,1,21058
2597,202597,46,1,1,16,2,1,3,4,1,4,1,2,0,4,1,1,2,21026
4801,204801,43,0,1,33,3,0,3,4,3,5,1,5,1,3,0,1,3,31869
2815,202815,30,1,1,30,2,1,3,4,0,3,2,2,0,3,1,1,1,20879
2246,202246,20,0,3,15,3,0,2,3,0,3,2,2,1,4,1,0,1,17323
4180,204180,32,1,1,30,3,1,4,5,1,3,1,2,0,3,0,2,2,24260
1273,201273,22,1,1,14,3,0,3,3,0,5,1,2,1,3,0,1,1,17398
580,200580,35,1,3,14,2,0,3,3,0,3,0,2,0,3,0,0,1,17572
2047,202047,37,1,1,16,2,0,2,3,0,5,1,1,1,3,1,0,1,17782
2008,202008,41,1,2,6,2,1,2,4,2,3,1,2,0,1,1,1,4,34189
4000,204000,24,1,3,9,1,1,4,4,0,5,1,5,0,3,1,3,1,21000
2968,202968,35,1,1,16,3,0,3,5,3,4,3,3,0,2,1,2,3,27299
1578,201578,25,1,1,13,3,1,3,4,0,3,1,2,0,1,0,2,1,17889
3918,203918,28,1,1,9,3,1,3,4,0,4,1,2,0,5,1,2,1,22146
2297,202297,28,0,1,12,2,1,2,4,0,3,1,2,1,4,1,1,1,17703
262,200262,32,1,1,8,1,1,2,4,1,5,2,5,0,4,0,1,2,17176
1326,201326,32,1,3,8,3,1,2,4,1,4,3,1,1,1,1,0,2,24907
4760,204760,36,1,1,9,2,1,3,5,3,4,1,4,0,4,1,1,3,28952
1152,201152,21,1,1,11,3,1,3,3,0,3,2,2,0,1,1,1,1,18117
1833,201833,33,1,3,11,3,0,2,3,0,3,2,2,1,1,0,1,1,17851
3762,203762,30,0,1,27,3,1,3,4,0,3,1,3,0,3,1,2,1,22490
2275,202275,45,0,3,15,2,0,3,4,1,3,1,2,0,3,1,2,2,20593
3023,203023,35,1,1,9,3,0,3,5,0,5,3,3,0,2,1,2,1,23059
937,200937,39,1,1,19,3,0,3,4,4,4,1,7,1,3,1,2,0,32123
4354,204354,35,0,2,30,2,0,3,4,3,5,1,2,1,3,1,1,3,28628
3875,203875,33,1,3,7,3,0,3,4,3,3,1,3,0,5,1,1,3,29100
3396,203396,32,0,3,7,2,0,3,4,0,4,2,3,1,5,1,2,1,20980
1538,201538,35,0,1,6,3,1,3,3,0,5,1,5,0,1,0,1,1,17194
640,200640,24,0,1,10,2,1,2,4,0,3,0,1,0,3,0,0,1,18162
752,200752,36,1,1,22,2,0,2,1,0,5,2,2,0,2,1,0,1,17743
3741,203741,27,1,2,27,3,0,4,4,0,4,1,2,1,3,0,2,1,20826
1257,201257,31,1,3,22,3,1,3,3,3,3,1,3,0,5,1,0,3,23161
2905,202905,36,1,3,7,3,0,4,4,1,3,3,3,0,4,0,3,2,23537
4361,204361,36,1,3,7,3,1,3,4,1,3,1,2,0,3,0,2,2,23395
649,200649,53,1,1,29,2,0,3,3,4,3,2,7,0,5,1,1,0,29275
4716,204716,34,0,3,14,2,0,2,4,1,4,1,2,0,4,0,1,2,22980
975,200975,55,1,3,19,3,1,2,1,4,3,2,7,1,3,1,1,0,28695
3140,203140,46,0,1,11,2,1,3,4,1,4,0,3,0,4,1,2,2,23125
3656,203656,35,1,1,26,2,0,3,5,0,3,1,3,0,4,1,2,1,21607
3724,203724,38,1,2,15,2,1,3,4,1,4,1,4,0,3,1,2,2,22749
527,200527,32,1,3,16,3,1,2,3,1,3,2,2,0,4,0,1,2,20396
153,200153,45,1,1,15,2,1,2,3,1,4,1,1,0,4,1,0,2,17348
4198,204198,27,0,1,18,3,1,3,4,1,5,1,3,1,3,1,1,2,23419
3657,203657,24,1,3,14,2,1,3,4,0,3,1,3,1,1,1,1,1,20953
3469,203469,25,1,3,11,3,0,3,4,1,3,0,3,1,5,1,1,2,22840
1044,201044,49,1,1,11,1,1,3,3,1,3,0,3,0,3,0,0,2,21651
1781,201781,45,0,1,13,2,1,3,3,3,5,1,2,0,1,1,0,3,20210
1757,201757,38,1,1,29,2,1,2,3,1,3,1,1,0,3,0,1,2,20745
124,200124,31,1,3,12,2,1,3,5,1,3,0,5,1,3,1,1,2,21172
4357,204357,23,0,1,11,1,1,4,5,0,3,3,7,0,5,0,1,1,22572
1636,201636,41,1,1,20,2,1,2,3,0,3,1,5,0,4,1,1,1,17451
4556,204556,39,1,3,16,3,1,4,5,0,4,1,2,0,4,0,3,1,21577
3814,203814,48,0,1,21,1,1,4,4,1,4,1,2,0,3,0,3,2,24145
4332,204332,27,1,1,30,2,0,3,4,0,3,1,3,0,3,0,1,1,21564
1411,201411,25,1,2,8,2,0,2,3,0,4,1,5,0,4,0,0,1,17187
3987,203987,33,1,1,7,2,1,4,4,1,4,1,3,0,3,1,1,2,24898
4302,204302,43,1,1,7,2,0,4,4,0,5,1,5,0,3,0,3,1,21254
1928,201928,40,0,3,34,2,1,2,5,3,5,1,4,0,5,0,1,3,25932
3984,203984,60,0,3,7,2,0,3,5,1,3,3,2,0,5,1,1,2,24151
2398,202398,44,0,3,7,1,1,3,3,0,3,1,4,0,3,1,1,1,22978
1721,201721,39,0,1,8,1,0,3,3,3,3,3,1,0,1,1,2,3,25938
4436,204436,38,1,1,17,2,1,4,2,0,3,3,5,0,4,1,3,1,23358
4121,204121,37,0,1,25,3,0,4,4,0,3,2,3,0,3,0,2,1,20831
3861,203861,32,1,3,9,2,1,3,4,0,3,1,2,0,4,1,1,1,21745
1258,201258,29,1,1,10,1,0,3,4,0,5,1,2,0,4,0,0,1,17109
566,200566,47,0,3,33,2,0,3,1,1,3,3,5,1,4,1,2,2,21397
3864,203864,42,1,1,7,2,1,4,4,0,3,1,5,0,1,0,1,1,21460
3731,203731,43,1,1,20,3,1,4,2,1,5,1,7,0,4,1,1,2,24216
3718,203718,32,1,3,36,3,0,4,5,1,3,1,3,0,3,1,1,2,24146
3574,203574,36,1,1,35,2,1,3,2,1,3,1,3,0,5,1,1,2,22085
475,200475,26,1,3,34,3,1,3,3,1,4,0,2,0,3,1,0,2,21272
4591,204591,50,1,1,15,2,0,3,4,3,4,1,6,0,4,0,2,3,26081
3823,203823,28,0,2,29,2,0,3,5,0,4,1,3,0,1,1,1,1,21541
3130,203130,42,1,1,13,3,1,3,4,0,5,3,4,1,4,1,1,1,23399
1892,201892,19,1,2,8,1,1,2,4,0,3,2,2,0,3,0,0,1,17564
4363,204363,40,0,1,15,2,0,3,4,0,3,1,3,0,1,1,2,1,22433
1294,201294,41,1,1,11,2,1,2,1,1,4,3,4,0,5,1,0,2,21870
3985,203985,30,1,1,9,2,1,4,4,0,4,1,2,0,4,1,1,1,21381
4884,204884,28,0,1,31,2,1,4,5,0,3,2,3,1,3,1,2,1,21212
833,200833,27,1,1,12,2,1,2,4,0,3,0,2,0,2,1,1,1,17539
2308,202308,42,0,3,18,2,1,2,3,4,5,2,1,1,5,1,1,0,28758
2192,202192,38,0,1,16,3,1,3,3,0,3,1,1,0,5,0,0,1,17684
4610,204610,46,0,1,11,2,1,3,4,1,4,1,3,0,4,1,1,2,23125
2451,202451,31,1,1,31,2,1,4,4,0,3,1,3,0,2,0,2,1,21371
4446,204446,48,1,3,21,3,1,3,4,1,5,3,4,0,1,1,2,2,23638
4353,204353,32,0,1,27,2,1,4,4,3,3,1,5,0,3,1,1,3,28502
4134,204134,37,1,1,12,2,1,4,4,1,4,3,2,0,1,1,2,2,24592
2865,202865,30,1,1,32,1,0,4,5,0,4,0,7,0,3,0,3,1,21224
3263,203263,29,1,1,9,2,1,4,5,0,4,0,2,0,2,0,3,1,21879
1081,201081,35,1,1,22,2,0,3,4,3,4,3,2,0,1,1,2,3,23606
677,200677,49,1,1,14,2,0,2,3,3,4,0,5,0,4,0,0,3,22403
113,200113,24,1,1,24,2,1,2,3,0,3,0,1,0,4,1,0,1,17774
3248,203248,49,0,1,7,3,1,3,2,4,3,2,4,0,2,0,1,0,35563
3227,203227,42,1,1,14,1,0,3,2,0,3,0,3,0,3,1,2,1,22054
1528,201528,31,1,1,13,2,1,2,3,1,3,1,4,0,3,0,1,2,20915
1410,201410,40,1,3,8,3,0,3,3,1,4,1,4,0,3,1,1,2,20677
3402,203402,35,1,1,16,2,1,3,4,3,3,1,2,0,5,1,2,3,27178
3255,203255,39,1,3,9,3,1,3,4,3,4,3,2,0,4,1,1,3,26029
2914,202914,25,0,3,31,3,1,3,4,0,3,0,2,0,4,0,2,1,21078
2493,202493,36,1,1,15,2,1,3,3,0,3,0,3,0,5,1,2,1,20947
2799,202799,27,1,3,7,2,1,3,4,1,3,0,3,0,5,1,1,2,23974
3177,203177,27,1,1,9,3,1,3,2,1,3,0,3,0,3,1,2,2,24150
2433,202433,38,0,1,15,2,1,3,3,1,5,1,5,0,3,0,2,2,21893
1343,201343,29,1,1,13,2,1,2,3,0,5,2,4,0,4,0,0,1,17062
4696,204696,31,1,1,27,2,1,3,4,1,5,1,2,0,4,0,2,2,28635
2645,202645,50,0,1,25,2,1,4,4,1,3,1,3,1,2,0,2,2,25482
1150,201150,35,1,1,24,2,1,2,1,1,5,1,2,0,3,0,1,2,20208
1849,201849,55,1,1,8,2,0,3,3,4,3,2,3,1,5,0,0,0,31659
2199,202199,35,1,1,31,3,0,2,3,3,3,1,2,1,3,0,1,3,25388
292,200292,31,0,3,11,3,0,2,3,0,4,1,2,0,3,0,1,1,17789
2050,202050,35,1,3,14,2,0,3,3,0,3,1,2,0,3,1,2,1,17572
2436,202436,58,1,1,27,3,0,3,3,1,4,1,5,0,3,1,1,2,25008
1449,201449,32,1,1,8,1,1,3,3,0,5,2,2,0,1,1,1,1,17439
3306,203306,45,0,1,24,2,1,4,6,0,3,2,4,0,4,1,1,1,20968
3457,203457,31,1,3,14,3,0,4,4,1,5,1,2,0,3,1,1,2,23457
205,200205,29,1,3,33,3,0,2,3,3,3,0,2,0,3,1,1,3,22639
2958,202958,34,0,1,10,2,1,4,4,0,5,3,3,1,5,1,3,1,22026
4142,204142,36,0,3,7,3,0,4,4,3,3,3,3,0,5,1,1,3,27467
308,200308,58,0,1,6,2,1,2,5,1,3,1,3,1,2,1,1,2,20660
2425,202425,55,1,3,15,3,0,2,5,0,4,2,2,0,1,1,1,1,34187
2733,202733,29,1,1,15,2,0,4,4,0,3,3,3,0,4,0,2,1,21988
3430,203430,40,1,3,28,2,1,3,5,1,3,0,5,1,1,0,2,2,24798
3824,203824,36,1,3,25,3,1,4,4,1,5,1,2,0,3,0,1,2,20822
2101,202101,44,1,1,14,2,1,3,1,0,3,1,3,1,3,1,0,1,17818
1192,201192,49,1,1,22,3,0,3,3,0,5,1,5,1,1,1,1,1,17587
2660,202660,31,0,3,33,3,0,3,5,1,5,3,7,0,2,0,2,2,25374
4106,204106,36,1,1,30,2,1,3,5,1,3,1,5,1,4,1,1,2,24594
3819,203819,33,0,1,12,2,0,3,2,0,3,2,5,1,1,0,2,1,21110
3748,203748,41,1,1,19,2,0,3,4,1,5,1,4,0,1,1,2,2,23126
4099,204099,34,1,1,21,3,0,4,4,0,4,1,3,0,5,1,2,1,21434
4726,204726,44,0,1,34,2,0,3,4,3,5,1,2,0,4,1,1,3,29498
3955,203955,28,1,1,9,2,0,3,4,0,5,1,3,0,3,1,2,1,21019
2886,202886,37,0,3,17,3,1,3,4,3,3,2,3,0,2,1,2,3,28658
3216,203216,57,0,1,16,3,0,4,4,0,3,0,4,0,2,0,1,1,21620
1394,201394,32,1,1,11,2,1,2,4,1,3,3,1,0,1,0,1,2,24679
3975,203975,39,0,1,36,2,0,3,4,1,3,2,3,0,3,1,1,2,21084
4714,204714,29,0,1,7,3,1,3,5,0,4,1,3,0,4,1,1,1,21274
2606,202606,29,1,1,28,3,1,3,4,0,3,0,3,0,2,0,1,1,21391
1507,201507,35,1,3,8,3,0,3,3,0,3,1,2,0,1,1,2,1,17014
1840,201840,21,1,3,18,2,0,2,1,0,4,2,2,0,5,0,1,1,17716
745,200745,55,0,1,24,3,1,3,3,1,4,0,4,1,5,1,2,2,21385
853,200853,19,1,1,15,2,1,2,3,0,5,2,2,0,3,0,0,1,17552
50,200050,48,1,1,6,2,1,3,4,3,3,2,1,1,5,0,2,3,20381
2221,202221,50,0,3,6,2,0,3,3,1,3,1,1,0,1,0,1,2,21347
3073,203073,29,1,2,15,3,1,4,5,0,3,1,3,0,2,0,2,1,23614
2459,202459,30,1,1,28,2,0,3,3,3,5,1,3,0,5,1,2,3,28658
2678,202678,34,1,1,21,3,1,3,4,0,3,0,7,1,2,0,2,1,21114
299,200299,51,1,1,8,3,1,2,5,1,4,1,6,0,2,0,0,2,20482
1439,201439,36,1,3,9,3,0,3,4,3,3,1,1,0,3,1,0,3,22644
1704,201704,33,1,1,20,3,1,2,3,0,3,1,6,1,1,1,1,1,17436
2193,202193,46,1,1,13,3,1,3,3,3,3,1,7,0,1,1,1,3,25845
2494,202494,49,1,1,7,2,1,4,5,3,3,3,2,1,5,0,3,3,24059
4861,204861,53,0,3,14,3,0,4,4,0,3,1,4,1,4,1,3,1,27124
1829,201829,36,0,3,9,3,1,2,4,3,3,1,5,0,1,0,0,3,24699
319,200319,32,1,3,14,1,0,3,4,1,4,0,2,1,2,1,0,2,20228
2357,202357,42,0,1,32,3,0,2,3,3,5,1,4,1,3,0,0,3,28191
4737,204737,30,0,1,17,2,0,4,4,0,4,1,2,0,5,0,1,1,21969
2906,202906,35,1,3,28,2,1,4,3,1,3,3,3,0,3,1,1,2,24015
3421,203421,35,0,1,33,1,0,4,5,0,3,1,3,0,1,1,1,1,20707
3379,203379,33,1,3,15,3,1,3,2,1,3,0,3,0,5,0,1,2,24887
1068,201068,28,0,1,8,3,1,2,4,0,5,2,1,0,4,0,0,1,17561
3850,203850,55,1,1,17,3,0,4,4,1,5,3,8,1,1,0,1,2,23118
3182,203182,40,1,1,7,2,0,4,5,4,3,0,3,0,3,0,2,0,31420
3770,203770,33,1,3,9,3,1,3,5,1,4,2,2,1,1,1,1,2,28585
2187,202187,27,1,1,22,1,0,2,3,0,4,1,1,0,1,1,0,1,17811
422,200422,19,1,2,8,1,1,2,4,0,3,2,2,0,3,1,1,1,17564
2543,202543,45,0,1,30,3,1,4,4,1,4,0,6,0,3,1,1,2,20720
2031,202031,52,1,3,9,3,1,2,4,4,5,1,2,0,5,1,0,0,31856
948,200948,30,1,1,23,3,0,3,3,3,5,0,2,1,4,0,2,3,26916
4009,204009,55,1,1,9,1,0,3,4,3,3,1,2,0,4,0,1,3,32227
599,200599,36,1,2,19,2,1,2,3,0,4,0,5,0,3,1,0,1,17143
4182,204182,46,1,1,27,3,1,4,4,4,3,1,2,1,3,1,2,0,32174
3262,203262,32,0,3,27,2,1,4,2,0,3,0,2,0,5,1,2,1,21469
3253,203253,29,1,1,10,3,0,4,4,3,4,1,2,0,4,0,1,3,26333
3583,203583,33,1,1,12,2,0,3,2,0,3,1,5,0,5,1,2,1,21990
3974,203974,33,1,1,7,3,1,3,4,1,3,1,3,1,4,1,2,2,24840
994,200994,52,0,1,34,3,0,2,1,4,3,0,3,1,4,0,0,0,28247
4258,204258,36,1,1,12,1,1,4,4,3,4,3,2,0,3,1,2,3,26773
2548,202548,38,0,1,9,2,1,4,5,1,3,1,7,0,2,0,2,2,23841
3317,203317,37,1,1,13,2,1,3,6,0,3,1,3,0,2,0,1,1,21419
4044,204044,44,0,1,35,3,0,4,2,0,3,3,6,0,3,0,3,1,23417
4119,204119,30,1,3,34,3,0,3,4,3,3,1,3,0,3,0,1,3,26317
4282,204282,41,1,3,29,3,1,4,5,1,3,1,4,1,3,1,1,2,25058
4644,204644,31,1,1,15,2,0,4,2,3,5,1,2,1,1,0,3,3,30094
2206,202206,48,1,1,10,2,1,3,4,3,3,3,1,0,5,1,0,3,25999
3332,203332,36,0,3,15,3,0,4,5,3,3,0,6,1,5,1,3,3,29055
2328,202328,53,1,1,13,3,0,2,3,2,3,1,4,0,1,1,1,4,33606
3563,203563,39,1,3,21,2,1,4,4,1,4,1,2,0,5,1,3,2,28602
2445,202445,50,0,1,15,2,1,4,5,1,4,0,3,0,3,1,3,2,23808
1622,201622,53,1,3,12,3,1,2,3,1,3,1,3,1,5,0,1,2,17306
4365,204365,43,1,1,31,3,1,3,4,3,5,1,3,1,1,1,1,3,26084
2649,202649,30,1,3,34,3,0,3,4,3,3,0,3,0,3,1,2,3,26317
1443,201443,42,1,1,8,2,1,2,3,2,3,1,6,0,3,1,1,4,33880
789,200789,44,1,2,6,3,1,3,4,3,5,0,1,0,4,1,0,3,25482
429,200429,46,1,1,8,2,1,2,3,4,3,0,7,0,5,0,0,0,32861
3653,203653,61,1,1,7,3,1,4,6,3,3,1,5,0,5,0,1,3,29561
3242,203242,34,1,1,32,3,1,3,5,0,4,2,6,1,4,0,1,1,20991
1986,201986,23,1,1,10,3,1,2,1,0,5,1,3,0,4,0,1,1,17819
4234,204234,28,1,3,9,2,1,4,4,1,3,3,3,1,4,0,2,2,23156
2740,202740,19,1,1,10,2,1,3,4,0,3,2,3,0,4,0,1,1,20098
1255,201255,33,1,3,22,2,0,3,3,3,5,3,3,1,5,0,0,3,23564
2396,202396,43,0,1,8,2,1,3,3,0,3,1,7,1,3,0,0,1,25231
1808,201808,30,1,3,11,3,0,1,4,1,3,1,2,0,1,1,0,2,21118
4274,204274,58,1,1,7,3,1,3,4,1,3,1,4,0,3,0,2,2,25433
2610,202610,42,1,1,21,2,1,3,4,0,3,1,6,0,4,1,2,1,21129
1167,201167,35,1,3,21,3,1,2,5,1,3,1,7,1,1,1,1,2,20440
3188,203188,38,1,1,18,3,0,4,6,1,4,0,7,0,4,1,1,2,23455
797,200797,26,1,1,27,3,1,2,3,0,3,1,2,0,5,1,1,1,17377
2389,202389,59,0,1,20,2,0,2,3,3,3,3,1,1,5,1,0,3,25512
554,200554,27,1,1,13,3,0,2,4,1,5,3,1,0,3,1,0,2,21811
775,200775,43,1,3,31,3,1,3,4,3,3,1,6,0,4,1,1,3,25798
3434,203434,34,0,3,12,2,1,4,4,1,3,0,8,0,1,1,3,2,28676
4109,204109,38,1,1,28,2,1,4,2,0,5,1,3,1,3,1,1,1,22242
2894,202894,32,1,3,9,2,1,4,4,1,3,3,6,1,5,1,2,2,25260
1690,201690,36,1,1,11,2,1,3,3,1,4,2,1,0,1,1,1,2,20914
352,200352,48,1,3,35,3,0,3,3,3,3,0,4,0,4,0,0,3,27504
3117,203117,34,1,1,7,2,1,4,5,0,5,3,5,1,4,0,1,1,21477
4219,204219,37,0,1,31,2,0,3,4,1,4,1,2,0,3,1,2,2,24352
3274,203274,42,1,1,19,2,1,3,4,0,3,0,5,1,3,1,1,1,23444
1856,201856,37,1,1,20,2,0,3,3,0,5,1,2,0,4,1,1,1,18034
2284,202284,40,1,1,20,3,1,2,4,2,3,2,2,0,3,1,1,4,34626
3277,203277,28,1,1,13,2,1,3,5,0,3,0,3,0,2,1,2,1,21217
145,200145,30,1,1,11,1,0,2,3,0,5,1,6,0,5,1,1,1,18204
1896,201896,30,0,1,8,3,0,2,3,0,3,2,1,0,4,1,0,1,17564
438,200438,35,1,1,22,2,1,3,3,3,3,0,5,1,2,0,1,3,22632
1574,201574,37,0,1,8,2,1,3,4,1,3,1,6,0,1,1,2,2,20163
771,200771,54,1,3,8,2,0,2,4,3,3,0,7,0,5,1,0,3,25686
2264,202264,34,0,1,9,2,1,2,3,1,3,3,1,0,1,1,0,2,22756
2962,202962,39,1,3,14,3,0,3,5,1,3,3,2,0,2,1,2,2,22706
3495,203495,45,0,3,7,3,0,4,4,1,3,0,2,0,4,1,2,2,23446
4582,204582,29,1,1,16,3,0,4,4,0,3,1,7,0,3,0,1,1,21055
3223,203223,52,1,1,11,2,1,3,4,0,3,0,2,1,2,1,2,1,21139
4633,204633,48,1,3,11,2,0,3,4,1,3,3,3,1,3,1,2,2,22841
70,200070,59,0,3,6,2,0,2,4,1,3,2,1,0,5,1,1,2,20473
2665,202665,34,1,1,11,3,0,3,5,0,4,0,8,0,4,0,1,1,21300
2819,202819,50,1,1,14,2,1,3,5,3,3,2,2,0,2,1,2,3,29643
3672,203672,42,0,2,11,2,1,3,6,1,4,1,8,0,5,0,2,2,25108
4815,204815,49,0,3,31,2,1,4,6,0,3,2,3,1,1,1,3,1,21237
1597,201597,19,1,3,28,3,1,2,3,0,3,2,2,1,1,1,0,1,16675
4148,204148,34,1,1,21,3,1,3,4,0,3,1,7,1,1,1,2,1,21114
3198,203198,34,0,3,15,2,0,3,5,0,3,2,2,0,2,1,2,1,21020
4173,204173,32,0,1,36,3,1,4,5,0,4,3,2,0,3,0,3,1,22157
2403,202403,28,1,1,7,1,1,3,4,0,5,2,7,0,3,1,1,1,17080
2771,202771,40,1,3,10,3,0,3,4,1,3,0,6,1,4,1,2,2,23916
2583,202583,31,1,2,16,2,1,3,4,1,3,0,2,1,3,1,2,2,25025
3810,203810,40,0,3,28,2,0,3,6,1,3,1,8,0,5,0,1,2,24414
2117,202117,35,1,1,31,1,1,3,4,3,4,1,4,0,3,1,1,3,25903
3989,203989,32,1,1,15,2,0,4,4,1,3,3,3,0,5,1,3,2,23102
701,200701,53,1,3,8,3,1,2,3,4,3,1,7,0,3,1,0,0,29852
894,200894,54,1,1,9,2,1,2,3,4,3,0,4,0,5,1,1,0,32779
3602,203602,38,1,1,26,2,1,3,4,1,3,1,5,0,1,0,1,2,24446
530,200530,27,1,1,6,2,0,3,3,3,5,0,2,0,4,1,2,3,22412
1397,201397,54,1,1,15,2,0,3,3,1,3,1,4,0,5,0,1,2,17897
1749,201749,50,1,1,10,2,1,3,3,2,4,1,4,0,5,0,1,4,34144
814,200814,40,1,1,20,3,1,2,4,2,3,2,2,0,3,1,1,4,34626
90,200090,40,0,1,6,2,1,3,4,4,4,0,2,0,2,1,2,0,28503
2301,202301,31,0,1,21,3,1,3,3,0,3,1,2,0,4,1,0,1,17610
3670,203670,33,0,1,17,2,1,3,4,0,3,1,8,0,1,0,1,1,22111
3178,203178,23,1,1,15,2,1,4,6,0,5,0,3,0,2,1,1,1,21129
4264,204264,43,1,2,9,1,1,3,4,0,3,1,2,1,4,1,2,1,21374
1287,201287,42,1,1,19,3,1,3,1,1,5,1,6,0,4,1,0,2,20538
779,200779,51,1,1,10,2,1,2,3,0,3,0,1,1,2,1,1,1,17461
2252,202252,30,1,1,26,2,1,2,3,1,5,1,1,0,4,0,1,2,24957
353,200353,37,1,1,12,3,1,2,2,1,5,1,5,1,3,1,1,2,20974
692,200692,32,1,1,9,3,0,3,3,1,5,0,2,0,2,1,1,2,21725
2539,202539,55,1,1,9,1,0,3,4,3,3,0,2,0,4,1,1,3,32227
3919,203919,33,0,1,9,2,1,4,4,0,3,3,2,0,3,1,2,1,21746
4084,204084,28,1,1,24,1,1,3,4,0,4,1,2,1,4,0,1,1,21736
1973,201973,34,1,1,6,2,1,2,3,0,3,1,2,0,3,1,1,1,17691
4394,204394,31,0,3,19,2,1,4,5,0,5,1,3,0,5,1,3,1,20711
3963,203963,36,1,1,15,2,1,3,2,0,3,1,3,0,5,1,2,1,20947
3251,203251,39,1,3,17,3,1,4,5,3,3,1,2,1,3,1,1,3,27418
1278,201278,36,1,1,16,2,1,2,3,3,5,1,1,1,5,1,1,3,23321
3510,203510,34,1,1,11,3,0,3,5,0,4,0,2,0,1,0,1,1,22516
2307,202307,40,0,1,15,3,0,2,3,3,3,3,1,0,4,1,1,3,28499
4561,204561,36,1,1,32,1,1,4,5,3,4,1,5,0,3,1,2,3,29581
1774,201774,39,1,1,6,3,1,2,1,3,3,1,1,0,3,1,0,3,24613
2005,202005,41,1,2,16,2,1,3,4,2,3,1,4,0,1,1,1,4,34141
4049,204049,37,1,1,13,3,1,3,4,1,4,1,8,0,4,0,2,2,23619
2059,202059,29,1,1,6,2,0,2,4,0,5,1,2,1,1,0,0,1,17319
4787,204787,37,1,1,13,2,1,3,6,0,3,1,3,0,1,1,1,1,21419
2810,202810,42,0,3,11,3,1,3,4,1,4,3,3,0,3,1,1,2,28033
4878,204878,35,1,1,17,3,1,3,4,1,5,3,3,0,4,0,1,2,24803
2995,202995,40,1,2,10,2,0,3,3,1,4,0,2,0,2,1,1,2,25067
3477,203477,32,0,1,7,2,0,4,2,3,4,3,3,0,3,1,3,3,26124
549,200549,34,1,1,14,3,0,3,3,1,3,2,4,0,4,1,1,2,21142
637,200637,32,0,1,6,2,1,3,3,0,3,1,1,0,5,0,0,1,17314
1408,201408,23,1,1,18,2,1,3,3,0,3,2,2,0,5,1,0,1,17647
738,200738,39,1,1,6,2,0,3,4,4,3,0,2,0,3,0,1,0,27742
3337,203337,30,1,1,7,2,0,4,4,0,3,1,3,0,2,0,3,1,22438
816,200816,39,0,1,15,2,1,3,3,1,4,3,21,0,2,1,0,2,21782
1964,201964,34,1,3,20,1,0,2,3,0,3,1,2,1,5,1,0,1,17579
4500,204500,25,0,1,16,2,1,3,5,0,4,1,3,0,5,0,2,1,21372
4829,204829,22,0,3,25,3,0,4,4,1,3,1,2,1,5,0,2,2,21303
2997,202997,41,1,1,9,3,0,3,5,0,3,2,2,1,3,1,2,1,21020
